OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
sub_stations,sub_stations_point,transportation,Metro Sub Stations in King County,Trolley power supply within City of Seattle ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sub_stations
sw_facilities,sw_facilities_point,property,Solid Waste Facilities Location,King County Solid Waste facilities points. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sw_facilities
swes_proj,swes_proj_point,planning,KC DNRP WLRD Capital Projects and Open Space Acquistions Section projects,This dataset shows the approximate locations of past; present; and proposed King County DNRP Water a ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=swes_proj
swrdst,swrdst_area,district,Sewer Districts,This data layer describes the boundaries of sewer districts in King County. These are district bound ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=swrdst
taz00,taz00_area,census,Census 2000 Traffic Analysis Zones,Census 2000 Bureau TAZ conflated to Parcels ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=taz00
tc_leg,tc_leg,transportation,Traffic Count Leg,The traffic count leg table provides a unique record for every leg of an intersection where a counte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tc_leg
tc_year,tc_year,transportation,Traffic Count Year,The Traffic Count Year table contains traffic counts for each year by unique leg. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tc_year
tcmzone,tcmzone_area,planning,Roads Transportation Concurrency Mitigation Zone,Roads Transportation Concurrency Mitigation Zone (Red; Yellow; Green Map). For more info see: http:/ ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tcmzone
tdr_sending_properties,tdr_sending_properties_area,natres,Transfer Development Right Program Sending Site Properties,Area shows properties that have transferred development rights from the property. Properties are pro ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tdr_sending_properties
tdr_site,tdr_site_point,natres,Transfer Development Right Program Sites,Points show locations of TDR sending and receiving sites. Sending sites have had unused development  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tdr_site
tdr_site_link,tdr_site_link_line,natres,Transfer Development Right Program Site Connections,The lines show connections between TDR Site properties. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tdr_site_link
timepoint,timepoint_point,transportation,Metro Timepoints in King County,An exact location (typically the center of an intersection) along a route where trips are assigned a ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=timepoint
tname,tname,transportation,Metro TNAME Table in King County,Table that stores unique names for links in TNET ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tname
topo_basin_kc,topo_basin_kc_area,hydro,Basin boundaries derived from terrain data - King County only,DRNBASIN is replaced with a higher detail TOPO_CATCHMENT. The difference between the two is DRNBASIN ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=topo_basin_kc
topo_watershed_kc,topo_watershed_kc_area,hydro,Watershed boundaries derived from terrain data - King County only,DRNBASIN is replaced with a higher detail TOPO_CATCHMENT. The difference between the two is DRNBASIN ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=topo_watershed_kc
topo_wria_kc,topo_wria_kc_area,hydro,Watershed boundaries derived from terrain data - King County only,DRNBASIN is replaced with a higher detail TOPO_CATCHMENT. The difference between the two is DRNBASIN ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=topo_wria_kc
tpipath_dhd_all,tpipath_dhd_all_line,transportation,Metro Tpi Path Deadhead All (Non Revenue Service Routes) in King County,Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_dhd_all
tpipath_dhd_cur,tpipath_dhd_cur_line,transportation,Metro Tpipath Deadhead Current (Non Revenue Service Routes) in King County,Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_dhd_cur
tpipath_dhd_nxt,tpipath_dhd_nxt_line,transportation,King County Metro Tpipath Deadhead Next (Non Revenue Service Routes),Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_dhd_nxt
tpipath_rev_all,tpipath_rev_all_line,transportation,Metro Tpipath Revenue All (Revenue Service Routes) in King County,Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_rev_all
tpipath_rev_cur,tpipath_rev_cur_line,transportation,Metro Tpipath Revenue Current (Revenue Service Routes) in King County,Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_rev_cur
tpipath_rev_nxt,tpipath_rev_nxt_line,transportation,Metro Tpipath Revenue Next (Revenue Service Routes) in King County,Travel between a base and the beginning or end of a route (a terminal) or between two route terminal ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tpipath_rev_nxt
tracts00,tracts00_area,census,Census 2000 Tracts,Census Bureau Tracts for King County conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tracts00
tracts00_shore,tracts00_shore_area,census,Census 2000 Tracts - Major WTRBDY Features Removed,Census Bureau Tracts for King County conflated to Assessor Land Record Geodatabase ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tracts00_shore
tracts10,tracts10_area,census,2010 Census Tracts for King County - Conflated to Parcels,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tracts10
tracts10_shore,tracts10_shore_area,census,2010 Census Tracts for King County - Conflated to Parcels - Major Waterbodies Erased,The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selecte ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tracts10_shore
traffic_count_locations,traffic_count_locations_point,transportation,Traffic Count Locations,This dataset includes Traffic Count locations for unincorporated ares of King County with ten years  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=traffic_count_locations
trafficcamera,trafficcamera_point,transportation,King County and WSDOT Traffic Cameras,Locations of traffic cameras in unincorporated King County as well as cameras maintained by WSDOT. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trafficcamera
trail,trail_line,recreatn,Trails in King County,Location of trails in King County. City trails and private trails may not be complete. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trail
trans_need,trans_need_point,transportation,Transportation Needs Locations,Location of the 2008 Council-adopted Transportation Needs projects for King County including funded  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_need
trans_need,trans_need_line,transportation,Transportation Needs Locations,Location of the 2008 Council-adopted Transportation Needs projects for King County including funded  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_need
trans_network,trans_network_line,transportation,Metro Transportation Network (TNET) in King County,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network
trans_network_bike,trans_network_bike_line,transportation,Metro Transportation Network (TNET) in King County for Bicycle Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_bike
trans_network_bus,trans_network_bus_line,transportation,Metro Transportation Network (TNET) in King County for Bus Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_bus
trans_network_car,trans_network_car_line,transportation,Metro Transportation Network (TNET) in King County for Car Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_car
trans_network_equest,trans_network_equest_line,transportation,Metro Transportation Network (TNET) in King County for Equestrian Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_equest
trans_network_ferry,trans_network_ferry_line,transportation,Metro Transportation Network (TNET) in King County for Ferry Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_ferry
trans_network_ped,trans_network_ped_line,transportation,Metro Transportation Network (TNET) in King County for Pedestrian Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_ped
trans_network_rail,trans_network_rail_line,transportation,Metro Transportation Network (TNET) in King County for Railway Mode,Transportation features including rail; trails and pedestrian walkways with address ranges and names ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_network_rail
trans_tlink_tmode,trans_tlink_tmode,transportation,Metro Transportation Network (TNET) Modes in King County,Points that represent all modes for each Transportation Link. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trans_tlink_tmode
transit_centers,transit_centers_point,transportation,King County Metro Transit Centers ,Metro Transit Centers within King County. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=transit_centers
transit_planning_boundaries,transit_planning_boundaries_area,transportation,Metro Transit Planning Boundaries in King County,Metro Transit Planning Area within King County ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=transit_planning_boundaries
transit_reroutes,transit_reroutes_line,transportation,Metro Transit Reroutes in King County,King County Metro Transit Adverse Weather Reroutes. This shows the portion of the Adverse Weather Re ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=transit_reroutes
travelsheds,travelsheds_area,transportation,Concurrency Travel Shed,A concurrency travel shed is a geographic area within unincorporated King County where all developme ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=travelsheds
tribal_lands,tribal_lands_area,politicl,Tribal Lands in King County,Lands under native american jurisdiction. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tribal_lands
trolley,trolley_line,transportation,Metro Trolley in King County,Streets with overhead trolley wire derived from kcsn. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=trolley
tunnel,tunnel_area,transportation,Metro Tunnel in King County,Polygons representing Metro Transit Tunnel in downtown Seattle. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=tunnel
uac,uac_area,planning,Unincorporated Area Councils,Delineates area participating in the Unincorporated Area Council. Unincorporated Area Councils are f ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=uac
uplowtribbas,uplowtribbas_area,hydro,Critical Areas Ordinance Basin Delineations,Upper and lower basin designations for tributary streams under the KC 2004 Critical Areas Ordinance. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=uplowtribbas
urban_growth,urban_growth_area,planning,Urban Growth Areas for King County,Current King County Urban Growth Area Boundaries. The Comprehensive Plan designates an UGA which inc ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=urban_growth
votdst,votdst_area,district,Voting Districts of King County,This data layer describes the boundaries; name; and number of voters of voting precincts of King Cou ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=votdst
washco,washco_area,politicl,Washington Counties (no water),Political county boundaries for Washington state. Also as KINGCO for King County only. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=washco
washsh,washsh_area,politicl,Washington Counties with Natural Shoreline,County boundaries for Washington state; with Puget Sound removed; showing coastal shoreline. Also as ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=washsh
waste_hauler_service,waste_hauler_service_area,utility,Waste Hauler Service Areas,Private waste hauler service area collection boundaries ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=waste_hauler_service
weed_watcher_trail_site,weed_watcher_trail_site_line,enviro,Weed Watcher Program Trails,Weed Watcher program trails in King; Kittitas and Chelan counties. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=weed_watcher_trail_site
wildnet96,wildnet96_line,enviro,Wildlife Habitat Network,Wildlife Habitat Network as modified in 1996 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wildnet96
wsdst,wsdst_area,district,Water and Sewer Districts of King County,This data layer describes the boundaries of combined water and sewer utility districts. This data do ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wsdst
wtdflow,wtdflow_area,utility,Wastewater Treatment Division Sewer Basin Flow Direction,Sewer flow basins ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtdflow
wtdserv,wtdserv_area,utility,Wastewater Treatment Division Service Area,Area contributing flow to WTD treatment plants. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtdserv
wtrbdy,wtrbdy_area,hydro,Open water for King County and portions of adjacent counties,Open water features; both natural and anthropic; for King County and portions of adjacent counties.  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtrbdy
wtrbdy_det,wtrbdy_det_area,hydro,Waterbodies with History and Jurisdictional detail,As the parent to WTRBDY_AREA; WTRBDY_DET contains more detail (i.e.; _DET) than its child product; W ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtrbdy_det
wtrcrs,wtrcrs_line,hydro,Rivers and Streams in King County ,Streams of King County and surrounding area ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtrcrs
wtrdst,wtrdst_area,district,Water Districts of King County,This data layer describes the boundaries of water districts of King County. These are district bound ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtrdst
wtrsamp,wtrsamp_point,hydro,Water Sampling sites,Location of sampling locations for water samples collected by the King County Environmental Laborato ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=wtrsamp
ww_trail_survey_data,ww_trail_survey_data_point,enviro,Weed Watcher Program Trail Survey Weed Data,Weed Watcher program trail survey weed data collected by volunteers in King; Kittitas and Chelan cou ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ww_trail_survey_data
zipcode,zipcode_area,admin,Zipcodes for King County and Surrounding Area,Zip Code Boundaries for King; Pierce; Snohomish; Kitsap ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=zipcode
zipcode_all,zipcode_all_point,admin,Zipcodes for King County and Surrounding Area as Point Features,Zip Code Boundaries for King; Pierce; Snohomish; Kitsap ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=zipcode_all
zipcode_shore,zipcode_shore_area,admin,Zipcodes for King County and Surrounding Area - Major WTRBDY Features Removed,Zip Code Boundaries for King; Pierce; Snohomish; Kistap Counties - Major WTRBDY Features Removed ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=zipcode_shore
zoning,zoning_area,planning,Zoning for Unincorporated King County,Zoning boundaries for unincorporated King County; WA. Created layers using parcels; cities; and lega ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=zoning
